ticket_id,customer_id,promised_response_hours,first_reply_hours,hours_left_before_promise_broken,promise_was_broken
TICK-00531,CUST-0187,2,5.4,-3.4,True
TICK-00532,CUST-0031,72,15.8,56.2,False
TICK-00533,CUST-0179,24,11.9,12.1,False
TICK-00534,CUST-0016,72,8.6,63.4,False
TICK-00535,CUST-0058,8,0.6,7.4,False
TICK-00536,CUST-0110,72,26.9,45.1,False
TICK-00537,CUST-0185,24,10.4,13.6,False
TICK-00538,CUST-0140,72,17.5,54.5,False
TICK-00539,CUST-0181,8,24.8,-16.8,True
TICK-00540,CUST-0009,8,2.9,5.1,False
TICK-00541,CUST-0009,8,30.3,-22.3,True
TICK-00542,CUST-0185,24,20.0,4.0,False
TICK-00543,CUST-0175,24,82.3,-58.3,True
TICK-00544,CUST-0083,24,43.9,-19.9,True
TICK-00545,CUST-0067,24,18.6,5.4,False
TICK-00546,CUST-0016,72,5.2,66.8,False
TICK-00547,CUST-0175,24,1.2,22.8,False
TICK-00548,CUST-0156,2,1.8,0.2,False
TICK-00549,CUST-0058,8,4.2,3.8,False
TICK-00550,CUST-0093,72,29.2,42.8,False
TICK-00551,CUST-0033,72,32.8,39.2,False
TICK-00552,CUST-0198,24,21.4,2.6,False
TICK-00553,CUST-0100,72,81.8,-9.8,True
TICK-00554,CUST-0162,8,3.4,4.6,False
TICK-00555,CUST-0151,24,16.4,7.6,False
TICK-00556,CUST-0188,72,128.0,-56.0,True
TICK-00557,CUST-0037,72,61.4,10.6,False
TICK-00558,CUST-0117,72,245.6,-173.6,True
TICK-00559,CUST-0130,24,12.1,11.9,False
TICK-00560,CUST-0063,72,257.1,-185.1,True
TICK-00561,CUST-0143,2,7.3,-5.3,True
TICK-00562,CUST-0154,72,25.9,46.1,False
TICK-00563,CUST-0126,72,59.1,12.9,False
TICK-00564,CUST-0163,8,6.9,1.1,False
TICK-00565,CUST-0181,8,1.3,6.7,False
TICK-00566,CUST-0188,72,44.6,27.4,False
TICK-00567,CUST-0097,72,92.6,-20.6,True
TICK-00568,CUST-0080,24,64.4,-40.4,True
TICK-00569,CUST-0130,24,12.3,11.7,False
TICK-00570,CUST-0022,72,16.5,55.5,False
TICK-00571,CUST-0010,24,18.6,5.4,False
TICK-00572,CUST-0020,72,56.7,15.3,False
TICK-00573,CUST-0112,24,92.5,-68.5,True
TICK-00574,CUST-0119,72,73.2,-1.2,True
TICK-00575,CUST-0118,24,8.1,15.9,False
TICK-00576,CUST-0165,72,50.1,21.9,False
TICK-00577,CUST-0158,8,7.0,1.0,False
TICK-00578,CUST-0171,72,253.9,-181.9,True
TICK-00579,CUST-0183,8,1.7,6.3,False
TICK-00580,CUST-0192,24,14.1,9.9,False
TICK-00581,CUST-0181,8,8.9,-0.9,True
TICK-00582,CUST-0181,8,12.7,-4.7,True
TICK-00583,CUST-0082,8,6.0,2.0,False
TICK-00584,CUST-0114,8,3.4,4.6,False
TICK-00585,CUST-0023,8,23.4,-15.4,True
TICK-00586,CUST-0080,24,7.8,16.2,False
TICK-00587,CUST-0116,24,15.2,8.8,False
TICK-00588,CUST-0067,24,47.2,-23.2,True
TICK-00589,CUST-0003,72,37.4,34.6,False
TICK-00590,CUST-0063,72,10.8,61.2,False
TICK-00591,CUST-0179,24,3.7,20.3,False
TICK-00592,CUST-0045,2,1.3,0.7,False
TICK-00593,CUST-0181,8,6.4,1.6,False
TICK-00594,CUST-0088,24,4.0,20.0,False
TICK-00595,CUST-0124,24,3.0,21.0,False
TICK-00596,CUST-0168,8,31.3,-23.3,True
TICK-00597,CUST-0137,72,18.4,53.6,False
TICK-00598,CUST-0013,72,41.3,30.7,False
TICK-00599,CUST-0190,72,2.8,69.2,False
TICK-00600,CUST-0186,72,48.2,23.8,False
TICK-00601,CUST-0030,8,5.6,2.4,False
TICK-00602,CUST-0103,72,14.7,57.3,False
TICK-00603,CUST-0187,2,1.6,0.4,False
TICK-00604,CUST-0173,24,10.2,13.8,False
TICK-00605,CUST-0091,24,32.9,-8.9,True
TICK-00606,CUST-0147,72,43.1,28.9,False
TICK-00607,CUST-0058,8,5.0,3.0,False
TICK-00608,CUST-0108,24,20.6,3.4,False
TICK-00609,CUST-0168,8,6.5,1.5,False
TICK-00610,CUST-0176,72,44.3,27.7,False
TICK-00611,CUST-0099,72,228.6,-156.6,True
TICK-00612,CUST-0131,24,2.3,21.7,False
TICK-00613,CUST-0193,72,57.1,14.9,False
TICK-00614,CUST-0184,8,1.7,6.3,False
TICK-00615,CUST-0094,2,1.6,0.4,False
TICK-00616,CUST-0124,24,7.8,16.2,False
TICK-00617,CUST-0004,24,12.0,12.0,False
TICK-00618,CUST-0146,2,0.5,1.5,False
TICK-00619,CUST-0078,24,12.8,11.2,False
TICK-00620,CUST-0111,8,4.6,3.4,False
TICK-00621,CUST-0166,2,1.8,0.2,False
TICK-00622,CUST-0195,72,34.5,37.5,False
TICK-00623,CUST-0054,72,240.4,-168.4,True
TICK-00624,CUST-0078,24,49.5,-25.5,True
TICK-00625,CUST-0005,8,22.8,-14.8,True
TICK-00626,CUST-0063,72,41.5,30.5,False
TICK-00627,CUST-0073,24,16.5,7.5,False
TICK-00628,CUST-0177,24,7.3,16.7,False
TICK-00629,CUST-0006,72,142.6,-70.6,True
TICK-00630,CUST-0018,72,49.8,22.2,False
TICK-00631,CUST-0190,72,14.7,57.3,False
TICK-00632,CUST-0150,24,0.8,23.2,False
TICK-00633,CUST-0018,72,153.0,-81.0,True
TICK-00634,CUST-0054,72,31.8,40.2,False
TICK-00635,CUST-0049,24,6.8,17.2,False
TICK-00636,CUST-0077,72,10.3,61.7,False
TICK-00637,CUST-0054,72,60.0,12.0,False
TICK-00638,CUST-0104,72,11.2,60.8,False
TICK-00639,CUST-0024,8,4.0,4.0,False
TICK-00640,CUST-0147,72,47.4,24.6,False
TICK-00641,CUST-0172,72,51.5,20.5,False
TICK-00642,CUST-0061,72,48.3,23.7,False
TICK-00643,CUST-0066,72,14.9,57.1,False
TICK-00644,CUST-0183,8,5.4,2.6,False
TICK-00645,CUST-0013,72,60.3,11.7,False
TICK-00646,CUST-0109,24,5.6,18.4,False
TICK-00647,CUST-0153,24,20.8,3.2,False
TICK-00648,CUST-0186,72,38.9,33.1,False
TICK-00649,CUST-0032,72,11.1,60.9,False
TICK-00650,CUST-0027,24,70.1,-46.1,True
TICK-00651,CUST-0092,24,12.3,11.7,False
TICK-00652,CUST-0165,72,28.6,43.4,False
TICK-00653,CUST-0103,72,26.8,45.2,False
TICK-00654,CUST-0065,72,56.0,16.0,False
TICK-00655,CUST-0200,2,0.7,1.3,False
TICK-00656,CUST-0052,24,12.2,11.8,False
TICK-00657,CUST-0051,24,77.0,-53.0,True
TICK-00658,CUST-0083,24,55.7,-31.7,True
TICK-00659,CUST-0006,72,283.5,-211.5,True
TICK-00660,CUST-0068,72,6.4,65.6,False
TICK-00661,CUST-0155,72,109.0,-37.0,True
TICK-00662,CUST-0089,24,39.5,-15.5,True
TICK-00663,CUST-0078,24,21.1,2.9,False
TICK-00664,CUST-0188,72,44.5,27.5,False
TICK-00665,CUST-0088,24,16.3,7.7,False
TICK-00666,CUST-0143,2,1.2,0.8,False
TICK-00667,CUST-0025,8,27.0,-19.0,True
TICK-00668,CUST-0075,24,80.5,-56.5,True
TICK-00669,CUST-0064,8,21.5,-13.5,True
TICK-00670,CUST-0073,24,8.5,15.5,False
TICK-00671,CUST-0198,24,6.7,17.3,False
TICK-00672,CUST-0176,72,4.9,67.1,False
TICK-00673,CUST-0157,8,4.4,3.6,False
TICK-00674,CUST-0147,72,58.4,13.6,False
TICK-00675,CUST-0178,72,48.0,24.0,False
TICK-00676,CUST-0146,2,0.6,1.4,False
TICK-00677,CUST-0018,72,61.6,10.4,False
TICK-00678,CUST-0165,72,36.2,35.8,False
TICK-00679,CUST-0029,24,0.3,23.7,False
TICK-00680,CUST-0031,72,123.3,-51.3,True
TICK-00681,CUST-0163,8,16.8,-8.8,True
TICK-00682,CUST-0011,72,25.3,46.7,False
TICK-00683,CUST-0035,24,4.8,19.2,False
TICK-00684,CUST-0116,24,4.6,19.4,False
TICK-00685,CUST-0145,8,6.7,1.3,False
TICK-00686,CUST-0022,72,168.5,-96.5,True
TICK-00687,CUST-0026,72,58.6,13.4,False
TICK-00688,CUST-0114,8,21.6,-13.6,True
TICK-00689,CUST-0018,72,51.8,20.2,False
TICK-00690,CUST-0044,2,0.6,1.4,False
TICK-00691,CUST-0009,8,2.5,5.5,False
TICK-00692,CUST-0089,24,31.7,-7.7,True
TICK-00693,CUST-0147,72,94.9,-22.9,True
TICK-00694,CUST-0191,24,17.7,6.3,False
TICK-00695,CUST-0074,8,24.8,-16.8,True
TICK-00696,CUST-0194,72,42.5,29.5,False
TICK-00697,CUST-0016,72,39.3,32.7,False
TICK-00698,CUST-0082,8,3.4,4.6,False
TICK-00699,CUST-0116,24,20.4,3.6,False
TICK-00700,CUST-0039,72,84.9,-12.9,True
TICK-00701,CUST-0123,72,38.9,33.1,False
TICK-00702,CUST-0177,24,64.0,-40.0,True
TICK-00703,CUST-0083,24,2.2,21.8,False
TICK-00704,CUST-0126,72,41.1,30.9,False
TICK-00705,CUST-0144,72,32.8,39.2,False
TICK-00706,CUST-0003,72,20.5,51.5,False
TICK-00707,CUST-0156,2,0.9,1.1,False
TICK-00708,CUST-0195,72,60.9,11.1,False
TICK-00709,CUST-0092,24,16.5,7.5,False
TICK-00710,CUST-0175,24,16.6,7.4,False
TICK-00711,CUST-0107,8,4.0,4.0,False
TICK-00712,CUST-0100,72,13.4,58.6,False
TICK-00713,CUST-0191,24,13.6,10.4,False
TICK-00714,CUST-0004,24,13.0,11.0,False
TICK-00715,CUST-0001,24,14.0,10.0,False
TICK-00716,CUST-0072,72,273.3,-201.3,True
TICK-00717,CUST-0061,72,32.3,39.7,False
TICK-00718,CUST-0148,24,37.5,-13.5,True
TICK-00719,CUST-0012,72,30.7,41.3,False
TICK-00720,CUST-0186,72,26.5,45.5,False
TICK-00721,CUST-0036,8,4.6,3.4,False
TICK-00722,CUST-0053,72,10.8,61.2,False
TICK-00723,CUST-0126,72,29.5,42.5,False
TICK-00724,CUST-0130,24,0.9,23.1,False
TICK-00725,CUST-0175,24,10.4,13.6,False
TICK-00726,CUST-0128,24,51.4,-27.4,True
TICK-00727,CUST-0065,72,45.7,26.3,False
TICK-00728,CUST-0003,72,187.7,-115.7,True
TICK-00729,CUST-0133,24,5.5,18.5,False
TICK-00730,CUST-0046,72,61.4,10.6,False
TICK-00731,CUST-0179,24,19.0,5.0,False
TICK-00732,CUST-0063,72,51.2,20.8,False
TICK-00733,CUST-0011,72,57.1,14.9,False
TICK-00734,CUST-0123,72,86.7,-14.7,True
TICK-00735,CUST-0193,72,39.4,32.6,False
TICK-00736,CUST-0158,8,3.1,4.9,False
TICK-00737,CUST-0198,24,18.2,5.8,False
TICK-00738,CUST-0126,72,22.7,49.3,False
TICK-00739,CUST-0174,24,17.3,6.7,False
TICK-00740,CUST-0075,24,3.3,20.7,False
TICK-00741,CUST-0141,72,27.8,44.2,False
TICK-00742,CUST-0100,72,57.8,14.2,False
TICK-00743,CUST-0160,72,14.4,57.6,False
TICK-00744,CUST-0042,72,0.4,71.6,False
TICK-00745,CUST-0099,72,178.2,-106.2,True
TICK-00746,CUST-0158,8,5.2,2.8,False
TICK-00747,CUST-0007,8,6.6,1.4,False
TICK-00748,CUST-0069,72,10.5,61.5,False
TICK-00749,CUST-0066,72,50.8,21.2,False
TICK-00750,CUST-0109,24,15.7,8.3,False
TICK-00751,CUST-0003,72,252.2,-180.2,True
TICK-00752,CUST-0182,24,15.7,8.3,False
TICK-00753,CUST-0091,24,21.5,2.5,False
TICK-00754,CUST-0098,8,0.3,7.7,False
TICK-00755,CUST-0103,72,19.2,52.8,False
TICK-00756,CUST-0123,72,26.3,45.7,False
TICK-00757,CUST-0095,72,46.3,25.7,False
TICK-00758,CUST-0051,24,5.7,18.3,False
TICK-00759,CUST-0010,24,8.2,15.8,False
TICK-00760,CUST-0143,2,4.6,-2.6,True
TICK-00761,CUST-0128,24,90.7,-66.7,True
TICK-00762,CUST-0146,2,4.0,-2.0,True
TICK-00763,CUST-0126,72,5.6,66.4,False
TICK-00764,CUST-0039,72,59.5,12.5,False
TICK-00765,CUST-0043,72,19.0,53.0,False
TICK-00766,CUST-0017,24,17.5,6.5,False
TICK-00767,CUST-0168,8,4.3,3.7,False
TICK-00768,CUST-0033,72,19.7,52.3,False
TICK-00769,CUST-0094,2,6.5,-4.5,True
TICK-00770,CUST-0193,72,62.0,10.0,False
TICK-00771,CUST-0198,24,8.6,15.4,False
TICK-00772,CUST-0011,72,162.1,-90.1,True
TICK-00773,CUST-0060,24,20.6,3.4,False
TICK-00774,CUST-0013,72,37.7,34.3,False
TICK-00775,CUST-0100,72,19.1,52.9,False
TICK-00776,CUST-0053,72,86.3,-14.3,True
TICK-00777,CUST-0116,24,63.3,-39.3,True
TICK-00778,CUST-0159,24,18.5,5.5,False
TICK-00779,CUST-0104,72,2.9,69.1,False
TICK-00780,CUST-0005,8,3.5,4.5,False
TICK-00781,CUST-0164,72,26.8,45.2,False
TICK-00782,CUST-0128,24,21.1,2.9,False
TICK-00783,CUST-0148,24,19.0,5.0,False
TICK-00784,CUST-0014,8,1.4,6.6,False
TICK-00785,CUST-0056,24,79.9,-55.9,True
TICK-00786,CUST-0111,8,4.4,3.6,False
TICK-00787,CUST-0049,24,15.8,8.2,False
TICK-00788,CUST-0029,24,47.4,-23.4,True
TICK-00789,CUST-0071,72,30.1,41.9,False
TICK-00790,CUST-0192,24,7.6,16.4,False
TICK-00791,CUST-0071,72,9.5,62.5,False
TICK-00792,CUST-0177,24,65.4,-41.4,True
TICK-00793,CUST-0001,24,17.4,6.6,False
TICK-00794,CUST-0155,72,62.1,9.9,False
TICK-00795,CUST-0036,8,2.0,6.0,False
TICK-00796,CUST-0151,24,14.9,9.1,False
TICK-00797,CUST-0002,72,45.2,26.8,False
TICK-00798,CUST-0043,72,30.0,42.0,False
TICK-00799,CUST-0031,72,11.3,60.7,False
TICK-00800,CUST-0108,24,91.1,-67.1,True
TICK-00801,CUST-0153,24,8.2,15.8,False
TICK-00802,CUST-0030,8,1.5,6.5,False
TICK-00803,CUST-0013,72,55.1,16.9,False
TICK-00804,CUST-0179,24,0.4,23.6,False
TICK-00805,CUST-0186,72,41.0,31.0,False
TICK-00806,CUST-0081,72,88.5,-16.5,True
TICK-00807,CUST-0160,72,22.3,49.7,False
TICK-00808,CUST-0039,72,2.7,69.3,False
TICK-00809,CUST-0106,24,42.2,-18.2,True
TICK-00810,CUST-0190,72,26.0,46.0,False
TICK-00811,CUST-0179,24,15.7,8.3,False
TICK-00812,CUST-0200,2,0.6,1.4,False
TICK-00813,CUST-0076,72,76.9,-4.9,True
TICK-00814,CUST-0143,2,3.7,-1.7,True
TICK-00815,CUST-0196,2,0.9,1.1,False
TICK-00816,CUST-0140,72,62.0,10.0,False
TICK-00817,CUST-0100,72,50.5,21.5,False
TICK-00818,CUST-0135,72,262.6,-190.6,True
TICK-00819,CUST-0089,24,18.1,5.9,False
TICK-00820,CUST-0044,2,1.7,0.3,False
TICK-00821,CUST-0192,24,3.0,21.0,False
TICK-00822,CUST-0015,72,237.8,-165.8,True
TICK-00823,CUST-0111,8,0.5,7.5,False
TICK-00824,CUST-0136,72,8.2,63.8,False
TICK-00825,CUST-0178,72,10.9,61.1,False
TICK-00826,CUST-0097,72,23.9,48.1,False
TICK-00827,CUST-0038,72,239.7,-167.7,True
TICK-00828,CUST-0015,72,228.5,-156.5,True
TICK-00829,CUST-0093,72,266.9,-194.9,True
TICK-00830,CUST-0038,72,52.4,19.6,False
TICK-00831,CUST-0038,72,130.7,-58.7,True
TICK-00832,CUST-0043,72,5.4,66.6,False
TICK-00833,CUST-0007,8,4.3,3.7,False
TICK-00834,CUST-0013,72,228.8,-156.8,True
TICK-00835,CUST-0089,24,11.4,12.6,False
TICK-00836,CUST-0052,24,57.4,-33.4,True
TICK-00837,CUST-0043,72,22.5,49.5,False
TICK-00838,CUST-0171,72,18.6,53.4,False
TICK-00839,CUST-0065,72,210.0,-138.0,True
TICK-00840,CUST-0047,72,56.2,15.8,False
TICK-00841,CUST-0030,8,4.7,3.3,False
TICK-00842,CUST-0117,72,40.8,31.2,False
TICK-00843,CUST-0101,8,5.6,2.4,False
TICK-00844,CUST-0084,72,277.9,-205.9,True
TICK-00845,CUST-0085,24,13.2,10.8,False
TICK-00846,CUST-0116,24,10.4,13.6,False
TICK-00847,CUST-0071,72,54.8,17.2,False
TICK-00848,CUST-0127,72,215.3,-143.3,True
TICK-00849,CUST-0187,2,1.1,0.9,False
TICK-00850,CUST-0157,8,1.4,6.6,False
TICK-00851,CUST-0048,72,39.5,32.5,False
TICK-00852,CUST-0130,24,40.1,-16.1,True
TICK-00853,CUST-0173,24,6.0,18.0,False
TICK-00854,CUST-0101,8,6.9,1.1,False
TICK-00855,CUST-0082,8,7.2,0.8,False
TICK-00856,CUST-0034,72,246.8,-174.8,True
TICK-00857,CUST-0198,24,7.5,16.5,False
TICK-00858,CUST-0082,8,8.2,-0.2,True
TICK-00859,CUST-0096,72,13.4,58.6,False
TICK-00860,CUST-0026,72,41.4,30.6,False
TICK-00861,CUST-0106,24,36.4,-12.4,True
TICK-00862,CUST-0017,24,10.7,13.3,False
TICK-00863,CUST-0007,8,2.1,5.9,False
TICK-00864,CUST-0009,8,1.5,6.5,False
TICK-00865,CUST-0045,2,0.9,1.1,False
TICK-00866,CUST-0084,72,188.7,-116.7,True
TICK-00867,CUST-0107,8,21.9,-13.9,True
TICK-00868,CUST-0047,72,38.7,33.3,False
TICK-00869,CUST-0182,24,52.6,-28.6,True
TICK-00870,CUST-0012,72,23.3,48.7,False
TICK-00871,CUST-0016,72,256.7,-184.7,True
TICK-00872,CUST-0042,72,13.0,59.0,False
TICK-00873,CUST-0050,24,2.7,21.3,False
TICK-00874,CUST-0180,24,4.1,19.9,False
TICK-00875,CUST-0035,24,4.7,19.3,False
TICK-00876,CUST-0171,72,9.3,62.7,False
TICK-00877,CUST-0084,72,118.4,-46.4,True
TICK-00878,CUST-0128,24,16.5,7.5,False
TICK-00879,CUST-0020,72,4.1,67.9,False
TICK-00880,CUST-0022,72,46.1,25.9,False
TICK-00881,CUST-0005,8,3.2,4.8,False
TICK-00882,CUST-0028,2,0.4,1.6,False
TICK-00883,CUST-0126,72,30.1,41.9,False
TICK-00884,CUST-0027,24,0.7,23.3,False
TICK-00885,CUST-0136,72,10.3,61.7,False
TICK-00886,CUST-0101,8,7.0,1.0,False
TICK-00887,CUST-0013,72,193.6,-121.6,True
TICK-00888,CUST-0171,72,32.0,40.0,False
TICK-00889,CUST-0152,8,19.6,-11.6,True
TICK-00890,CUST-0196,2,2.4,-0.4,True
TICK-00891,CUST-0170,72,42.9,29.1,False
TICK-00892,CUST-0140,72,28.9,43.1,False
TICK-00893,CUST-0161,72,47.8,24.2,False
TICK-00894,CUST-0130,24,2.0,22.0,False
TICK-00895,CUST-0022,72,25.5,46.5,False
TICK-00896,CUST-0012,72,18.6,53.4,False
TICK-00897,CUST-0028,2,0.7,1.3,False
TICK-00898,CUST-0068,72,63.6,8.4,False
TICK-00899,CUST-0162,8,17.5,-9.5,True
TICK-00900,CUST-0114,8,5.5,2.5,False
TICK-00901,CUST-0183,8,16.6,-8.6,True
TICK-00902,CUST-0068,72,273.2,-201.2,True
TICK-00903,CUST-0067,24,18.3,5.7,False
TICK-00904,CUST-0160,72,154.3,-82.3,True
TICK-00905,CUST-0084,72,125.2,-53.2,True
TICK-00906,CUST-0030,8,4.3,3.7,False
TICK-00907,CUST-0125,24,77.3,-53.3,True
TICK-00908,CUST-0084,72,195.4,-123.4,True
TICK-00909,CUST-0050,24,6.4,17.6,False
TICK-00910,CUST-0156,2,4.9,-2.9,True
TICK-00911,CUST-0081,72,58.6,13.4,False
TICK-00912,CUST-0102,72,46.6,25.4,False
TICK-00913,CUST-0109,24,62.3,-38.3,True
TICK-00914,CUST-0163,8,6.8,1.2,False
TICK-00915,CUST-0167,72,47.8,24.2,False
TICK-00916,CUST-0022,72,11.2,60.8,False
TICK-00917,CUST-0004,24,11.9,12.1,False
TICK-00918,CUST-0085,24,6.3,17.7,False
TICK-00919,CUST-0045,2,0.9,1.1,False
TICK-00920,CUST-0194,72,52.1,19.9,False
TICK-00921,CUST-0199,2,0.6,1.4,False
TICK-00922,CUST-0139,24,34.9,-10.9,True
TICK-00923,CUST-0128,24,1.2,22.8,False
TICK-00924,CUST-0001,24,2.0,22.0,False
TICK-00925,CUST-0024,8,5.5,2.5,False
TICK-00926,CUST-0151,24,18.0,6.0,False
TICK-00927,CUST-0112,24,24.1,-0.1,True
TICK-00928,CUST-0158,8,1.6,6.4,False
TICK-00929,CUST-0145,8,7.2,0.8,False
TICK-00930,CUST-0008,72,45.5,26.5,False
TICK-00931,CUST-0134,24,21.0,3.0,False
TICK-00932,CUST-0181,8,1.4,6.6,False
TICK-00933,CUST-0132,72,24.3,47.7,False
TICK-00934,CUST-0033,72,61.6,10.4,False
TICK-00935,CUST-0072,72,59.1,12.9,False
TICK-00936,CUST-0116,24,12.5,11.5,False
TICK-00937,CUST-0028,2,2.8,-0.8,True
TICK-00938,CUST-0111,8,4.7,3.3,False
TICK-00939,CUST-0055,72,115.7,-43.7,True
TICK-00940,CUST-0198,24,39.4,-15.4,True
TICK-00941,CUST-0062,72,273.1,-201.1,True
TICK-00942,CUST-0082,8,24.9,-16.9,True
TICK-00943,CUST-0091,24,13.7,10.3,False
TICK-00944,CUST-0154,72,29.0,43.0,False
TICK-00945,CUST-0044,2,1.6,0.4,False
TICK-00946,CUST-0041,8,4.6,3.4,False
TICK-00947,CUST-0127,72,25.6,46.4,False
TICK-00948,CUST-0004,24,6.6,17.4,False
TICK-00949,CUST-0087,24,8.9,15.1,False
TICK-00950,CUST-0165,72,180.2,-108.2,True
TICK-00951,CUST-0170,72,14.3,57.7,False
TICK-00952,CUST-0055,72,37.2,34.8,False
TICK-00953,CUST-0085,24,9.1,14.9,False
TICK-00954,CUST-0030,8,6.2,1.8,False
TICK-00955,CUST-0152,8,2.0,6.0,False
TICK-00956,CUST-0033,72,39.5,32.5,False
TICK-00957,CUST-0135,72,34.8,37.2,False
TICK-00958,CUST-0151,24,16.7,7.3,False
TICK-00959,CUST-0180,24,21.5,2.5,False
TICK-00960,CUST-0042,72,47.4,24.6,False
TICK-00961,CUST-0093,72,222.3,-150.3,True
TICK-00962,CUST-0113,24,19.2,4.8,False
TICK-00963,CUST-0175,24,1.7,22.3,False
TICK-00964,CUST-0023,8,8.7,-0.7,True
TICK-00965,CUST-0071,72,162.2,-90.2,True
TICK-00966,CUST-0011,72,156.6,-84.6,True
TICK-00967,CUST-0049,24,18.0,6.0,False
TICK-00968,CUST-0056,24,69.8,-45.8,True
TICK-00969,CUST-0153,24,4.5,19.5,False
TICK-00970,CUST-0185,24,4.5,19.5,False
TICK-00971,CUST-0021,72,193.8,-121.8,True
TICK-00972,CUST-0103,72,47.2,24.8,False
TICK-00973,CUST-0054,72,22.3,49.7,False
TICK-00974,CUST-0096,72,8.1,63.9,False
TICK-00975,CUST-0068,72,14.4,57.6,False
TICK-00976,CUST-0175,24,9.8,14.2,False
TICK-00977,CUST-0169,24,9.0,15.0,False
TICK-00978,CUST-0057,72,211.5,-139.5,True
TICK-00979,CUST-0092,24,36.8,-12.8,True
TICK-00980,CUST-0119,72,10.8,61.2,False
TICK-00981,CUST-0160,72,24.3,47.7,False
TICK-00982,CUST-0175,24,73.8,-49.8,True
TICK-00983,CUST-0059,8,5.8,2.2,False
TICK-00984,CUST-0126,72,236.6,-164.6,True
TICK-00985,CUST-0084,72,19.1,52.9,False
TICK-00986,CUST-0190,72,42.6,29.4,False
TICK-00987,CUST-0185,24,5.1,18.9,False
TICK-00988,CUST-0083,24,58.1,-34.1,True
TICK-00989,CUST-0071,72,36.8,35.2,False
TICK-00990,CUST-0146,2,6.9,-4.9,True
TICK-00991,CUST-0041,8,5.2,2.8,False
TICK-00992,CUST-0117,72,2.0,70.0,False
TICK-00993,CUST-0137,72,2.2,69.8,False
TICK-00994,CUST-0012,72,3.4,68.6,False
TICK-00995,CUST-0102,72,164.2,-92.2,True
TICK-00996,CUST-0006,72,41.2,30.8,False
TICK-00997,CUST-0058,8,1.8,6.2,False
TICK-00998,CUST-0135,72,20.1,51.9,False
TICK-00999,CUST-0079,24,11.5,12.5,False
TICK-01000,CUST-0085,24,0.4,23.6,False
