ticket_id,service_name,affected_users,error_rate_percent,system_load_percent,work_is_blocked,observed_severity
TICK-00554,notify-service,7,5.7,67,False,Medium
TICK-00555,export-worker,39,88.5,61,True,High
TICK-00556,billing-api,20,44.5,56,True,High
TICK-00557,export-worker,23,79.0,46,True,High
TICK-00558,sync-engine,1,7.9,34,False,Low
TICK-00559,notify-service,39,88.9,60,True,High
TICK-00560,billing-api,13,30.4,31,False,Medium
TICK-00561,billing-api,24,64.1,58,False,Medium
TICK-00562,export-worker,1,1.4,34,False,Low
TICK-00563,web-app,18,42.0,74,False,Medium
TICK-00564,billing-api,1,4.9,97,False,Low
TICK-00565,sync-engine,100,40.6,49,False,High
TICK-00566,auth-service,4,30.5,49,True,High
TICK-00567,notify-service,1,0.1,97,False,Low
TICK-00568,auth-service,1,2.3,48,False,Low
TICK-00569,billing-api,2,7.2,77,True,High
TICK-00570,billing-api,35,56.0,27,True,High
TICK-00571,web-app,180,26.2,81,False,High
TICK-00572,notify-service,2,1.4,82,False,Low
TICK-00573,sync-engine,1,2.3,46,False,Low
TICK-00574,web-app,2,21.1,28,True,High
TICK-00575,web-app,2,2.2,94,False,Low
TICK-00576,notify-service,2,6.4,69,False,Low
TICK-00577,auth-service,2,1.3,61,False,Low
TICK-00578,notify-service,3,4.2,30,False,Low
TICK-00579,web-app,24,83.0,64,True,High
TICK-00580,auth-service,1,4.0,97,False,Low
TICK-00581,sync-engine,33,72.5,89,True,High
TICK-00582,notify-service,1,0.8,55,False,Low
TICK-00583,sync-engine,1,6.7,27,False,Low
TICK-00584,sync-engine,2,3.7,31,False,Low
TICK-00585,billing-api,31,70.2,59,True,High
TICK-00586,web-app,2,2.1,53,False,Low
TICK-00587,sync-engine,1,2.8,56,False,Low
TICK-00588,sync-engine,39,55.7,95,True,High
TICK-00589,web-app,31,72.7,98,False,Medium
TICK-00590,notify-service,8,74.7,71,True,High
TICK-00591,billing-api,1,2.5,64,False,Low
TICK-00592,web-app,1,36.0,90,True,High
TICK-00593,web-app,325,11.4,95,True,Critical
TICK-00594,auth-service,2,32.2,63,True,High
TICK-00595,web-app,3036,14.1,21,True,Critical
TICK-00596,web-app,1,3.0,62,False,Low
TICK-00597,web-app,1,5.8,75,False,Low
TICK-00598,auth-service,1,2.9,77,False,Low
TICK-00599,sync-engine,3,4.9,87,False,Low
TICK-00600,sync-engine,29,21.6,52,False,Medium
TICK-00601,web-app,1,3.8,55,False,Low
TICK-00602,notify-service,1,2.1,60,False,Low
TICK-00603,export-worker,23,35.7,76,False,Medium
TICK-00604,export-worker,3,3.0,60,False,Low
TICK-00605,web-app,140,53.4,97,True,Critical
TICK-00606,export-worker,131,58.9,66,True,Critical
TICK-00607,export-worker,1,0.0,79,False,Low
TICK-00608,notify-service,3,2.0,80,False,Low
TICK-00609,export-worker,3,7.4,36,False,Low
TICK-00610,auth-service,12,70.0,20,False,Medium
TICK-00611,export-worker,244,70.3,70,True,Critical
TICK-00612,billing-api,3,2.7,81,False,Low
TICK-00613,notify-service,5,17.6,56,True,High
TICK-00614,export-worker,11,82.3,49,False,Medium
TICK-00615,export-worker,39,81.7,86,False,Medium
TICK-00616,sync-engine,134,59.8,35,True,Critical
TICK-00617,export-worker,1,5.0,84,False,Low
TICK-00618,notify-service,2,59.8,55,True,High
TICK-00619,web-app,1,3.5,45,False,Low
TICK-00620,web-app,1,2.0,96,False,Low
TICK-00621,web-app,77,90.1,20,False,High
TICK-00622,notify-service,1,1.7,59,False,Low
TICK-00623,sync-engine,22,93.3,96,False,Medium
TICK-00624,web-app,2,0.0,27,False,Low
TICK-00625,sync-engine,1,4.5,45,False,Low
TICK-00626,web-app,147,59.6,27,True,Critical
TICK-00627,billing-api,38,12.9,61,True,High
TICK-00628,web-app,1,1.5,49,False,Low
TICK-00629,auth-service,25,44.3,84,True,High
TICK-00630,notify-service,1,7.4,44,False,Low
TICK-00631,notify-service,3,2.4,69,False,Low
TICK-00632,billing-api,2,6.2,59,False,Low
TICK-00633,web-app,131,7.5,35,True,Critical
TICK-00634,billing-api,3,4.1,46,False,Low
TICK-00635,auth-service,4,3.2,65,False,Low
TICK-00636,notify-service,43,27.4,21,True,High
TICK-00637,sync-engine,1,7.7,43,False,Low
TICK-00638,web-app,11,9.2,96,False,Medium
TICK-00639,export-worker,3,7.2,36,False,Low
TICK-00640,billing-api,27,60.4,48,True,High
TICK-00641,sync-engine,5,6.8,69,False,Low
TICK-00642,export-worker,30,45.8,89,False,Medium
TICK-00643,auth-service,717,43.4,89,True,Critical
TICK-00644,billing-api,281,80.6,22,True,Critical
TICK-00645,sync-engine,1,5.4,99,False,Low
TICK-00646,billing-api,1,3.7,58,False,Low
TICK-00647,billing-api,1,4.7,64,False,Low
TICK-00648,notify-service,1,4.2,33,False,Low
TICK-00649,sync-engine,215,28.0,79,False,High
TICK-00650,export-worker,235,14.5,55,True,Critical
TICK-00651,web-app,8,79.4,91,False,Medium
TICK-00652,auth-service,1,5.7,64,False,Low
TICK-00653,export-worker,1,5.0,32,False,Low
TICK-00654,billing-api,3,2.1,46,False,Low
TICK-00655,sync-engine,1,0.8,31,False,Low
TICK-00656,notify-service,3,57.4,91,True,High
TICK-00657,web-app,292,17.0,33,True,Critical
TICK-00658,billing-api,1,6.7,51,False,Low
TICK-00659,sync-engine,1,4.6,93,False,Low
TICK-00660,billing-api,3,7.9,88,False,Low
TICK-00661,web-app,31,49.7,28,False,Medium
TICK-00662,sync-engine,3,3.9,37,False,Low
TICK-00663,export-worker,23,9.8,95,False,Medium
TICK-00664,web-app,393,13.0,93,True,Critical
TICK-00665,sync-engine,18,25.4,30,False,Medium
TICK-00666,auth-service,3,4.5,42,False,Low
TICK-00667,auth-service,1,0.2,88,False,Low
TICK-00668,sync-engine,333,89.4,90,False,High
TICK-00669,sync-engine,3,0.7,61,False,Low
TICK-00670,export-worker,62,49.2,91,True,High
TICK-00671,notify-service,3,5.9,23,False,Low
TICK-00672,billing-api,1,3.7,48,False,Low
TICK-00673,web-app,1,3.0,25,False,Low
TICK-00674,web-app,2,3.3,68,False,Low
TICK-00675,notify-service,2,0.5,61,False,Low
TICK-00676,web-app,14,94.6,81,True,High
TICK-00677,auth-service,15,8.9,39,True,High
TICK-00678,billing-api,2,0.6,97,True,Low
TICK-00679,auth-service,1,1.1,49,False,Low
TICK-00680,web-app,1,5.5,77,False,Low
TICK-00681,web-app,346,91.7,52,False,High
TICK-00682,sync-engine,27,42.6,77,False,Medium
TICK-00683,web-app,4,4.4,67,False,Low
TICK-00684,billing-api,357,51.6,76,True,Critical
TICK-00685,billing-api,1,6.9,82,False,Low
TICK-00686,export-worker,1,2.9,94,False,Low
TICK-00687,web-app,1,4.4,55,False,Low
TICK-00688,auth-service,30,21.4,82,True,High
TICK-00689,auth-service,20,90.4,65,False,Medium
TICK-00690,web-app,3,2.5,75,False,Low
TICK-00691,sync-engine,4051,8.2,54,True,Critical
TICK-00692,auth-service,5,7.2,36,False,Low
TICK-00693,web-app,1,4.7,62,False,Low
TICK-00694,sync-engine,1,3.1,87,False,Low
TICK-00695,notify-service,1,1.2,93,False,Low
TICK-00696,export-worker,1,3.4,50,False,Low
TICK-00697,notify-service,3,0.7,66,False,Low
TICK-00698,export-worker,16,8.8,72,False,Medium
TICK-00699,sync-engine,224,44.1,42,True,Critical
TICK-00700,billing-api,5,44.0,82,True,High
TICK-00701,notify-service,2,2.5,74,False,Low
TICK-00702,export-worker,1,5.5,80,False,Low
TICK-00703,auth-service,1,3.8,60,False,Low
TICK-00704,auth-service,161,37.7,80,False,High
TICK-00705,auth-service,40,31.6,44,False,Medium
TICK-00706,billing-api,2,39.4,96,True,High
TICK-00707,web-app,3,6.7,90,False,Low
TICK-00708,billing-api,274,11.1,33,True,Critical
TICK-00709,billing-api,375,79.1,77,True,Critical
TICK-00710,sync-engine,10,34.1,70,False,Medium
TICK-00711,billing-api,39,50.8,70,False,Medium
TICK-00712,sync-engine,30,59.3,85,True,High
TICK-00713,export-worker,1,6.5,79,False,Low
TICK-00714,billing-api,4,4.8,82,False,Low
TICK-00715,auth-service,1,7.7,26,False,Low
TICK-00716,sync-engine,2,5.1,23,False,Low
TICK-00717,web-app,394,24.4,68,False,High
TICK-00718,auth-service,1,6.4,54,False,Low
TICK-00719,notify-service,1,2.9,67,False,Low
TICK-00720,sync-engine,24,18.3,83,False,Medium
TICK-00721,billing-api,279,93.4,96,False,High
TICK-00722,export-worker,1,4.6,90,False,Low
TICK-00723,auth-service,315,41.7,48,True,Critical
TICK-00724,auth-service,1,4.3,44,False,Low
TICK-00725,web-app,23,23.8,99,True,High
TICK-00726,sync-engine,39,36.6,82,True,High
TICK-00727,export-worker,17,47.2,59,False,Medium
TICK-00728,notify-service,4,2.2,69,False,Low
TICK-00729,auth-service,76,92.2,45,False,High
TICK-00730,billing-api,1,0.8,36,False,Low
TICK-00731,auth-service,19,68.2,28,False,Medium
TICK-00732,export-worker,1,3.0,81,False,Low
TICK-00733,notify-service,1,64.9,87,True,High
TICK-00734,notify-service,1,5.3,38,False,Low
TICK-00735,sync-engine,22,7.5,67,False,Medium
TICK-00736,auth-service,1,4.0,75,False,Low
TICK-00737,web-app,3,3.8,69,False,Low
TICK-00738,export-worker,1,2.5,50,False,Low
TICK-00739,notify-service,2,2.9,90,False,Low
TICK-00740,notify-service,2,5.7,78,False,Low
TICK-00741,billing-api,1,4.5,54,False,Low
TICK-00742,auth-service,8,29.2,74,True,High
TICK-00743,notify-service,2,1.2,94,False,Low
TICK-00744,billing-api,133,59.9,48,True,Critical
TICK-00745,export-worker,5,0.2,46,False,Low
TICK-00746,export-worker,1,1.7,71,False,Low
TICK-00747,web-app,3,3.0,75,False,Low
TICK-00748,billing-api,2,0.4,31,False,Low
TICK-00749,notify-service,5,7.0,26,False,Low
TICK-00750,web-app,1,4.3,90,False,Low
TICK-00751,billing-api,10,47.2,50,True,High
TICK-00752,sync-engine,20,76.9,70,True,High
TICK-00753,auth-service,1,1.0,46,False,Low
TICK-00754,export-worker,3,1.1,70,False,Low
TICK-00755,web-app,3,2.8,75,False,Low
TICK-00756,notify-service,50,24.7,67,True,High
TICK-00757,billing-api,3,4.0,68,False,Low
TICK-00758,billing-api,311,77.0,74,True,Critical
TICK-00759,export-worker,7,78.1,98,True,High
TICK-00760,billing-api,2485,75.0,48,False,Critical
TICK-00761,billing-api,1,7.0,79,False,Low
TICK-00762,web-app,29,43.9,80,True,High
TICK-00763,export-worker,1,1.3,95,False,Low
TICK-00764,export-worker,21,7.9,66,False,Medium
TICK-00765,web-app,1,7.2,33,False,Low
TICK-00766,export-worker,372,40.4,40,False,High
TICK-00767,billing-api,4,1.2,24,False,Low
TICK-00768,sync-engine,4,7.4,90,False,Low
TICK-00769,web-app,4,6.9,37,False,Low
TICK-00770,billing-api,191,84.6,85,True,Critical
TICK-00771,sync-engine,1,2.7,84,False,Low
TICK-00772,auth-service,28,91.9,80,False,Medium
TICK-00773,notify-service,1,2.1,49,False,Low
TICK-00774,sync-engine,1,6.2,26,False,Low
TICK-00775,sync-engine,265,16.7,53,True,Critical
TICK-00776,auth-service,1,7.9,20,False,Low
TICK-00777,billing-api,62,13.3,69,True,High
TICK-00778,sync-engine,1,7.9,64,False,Low
TICK-00779,export-worker,4,3.7,67,False,Low
TICK-00780,notify-service,1,4.8,34,False,Low
TICK-00781,billing-api,376,39.2,55,True,Critical
TICK-00782,auth-service,10,59.3,66,False,Medium
TICK-00783,web-app,302,14.0,25,False,High
TICK-00784,notify-service,5,19.3,51,True,High
TICK-00785,export-worker,1,5.5,93,False,Low
TICK-00786,auth-service,39,27.4,73,True,High
TICK-00787,billing-api,1,5.7,51,False,Low
TICK-00788,sync-engine,125,18.2,35,False,High
TICK-00789,auth-service,4,2.2,52,False,Low
TICK-00790,notify-service,4,3.8,28,False,Low
TICK-00791,notify-service,1,3.1,85,False,Low
TICK-00792,billing-api,2176,27.7,91,False,Critical
TICK-00793,export-worker,4,14.8,74,True,High
TICK-00794,export-worker,202,26.7,83,False,High
TICK-00795,billing-api,387,71.4,67,True,Critical
TICK-00796,sync-engine,1,4.3,50,False,Low
TICK-00797,notify-service,1,1.8,55,False,Low
TICK-00798,billing-api,4,22.6,45,True,High
TICK-00799,billing-api,1,6.7,80,False,Low
TICK-00800,sync-engine,156,69.2,87,True,Critical
TICK-00801,auth-service,40,71.0,45,False,Medium
TICK-00802,notify-service,1,7.3,37,False,Low
TICK-00803,billing-api,18,54.4,25,False,Medium
TICK-00804,export-worker,4,2.2,23,False,Low
TICK-00805,notify-service,266,13.8,67,False,High
TICK-00806,web-app,3,3.8,86,False,Low
TICK-00807,billing-api,1,5.3,68,False,Low
TICK-00808,web-app,1,6.3,25,False,Low
TICK-00809,auth-service,13,10.5,35,False,Medium
TICK-00810,billing-api,2239,39.0,87,True,Critical
TICK-00811,web-app,1,1.9,36,False,Low
TICK-00812,auth-service,25,83.0,43,True,High
TICK-00813,notify-service,163,51.2,84,False,High
TICK-00814,sync-engine,3,0.3,27,False,Low
TICK-00815,auth-service,1,6.4,32,False,Low
TICK-00816,web-app,1,0.3,24,False,Low
TICK-00817,auth-service,1714,7.4,95,True,Critical
TICK-00818,sync-engine,1,1.0,73,False,Low
TICK-00819,web-app,1,1.8,87,False,Low
TICK-00820,web-app,1,2.7,29,False,Low
TICK-00821,sync-engine,3,0.4,32,False,Low
TICK-00822,billing-api,4,7.5,32,False,Low
TICK-00823,export-worker,5,4.2,57,False,Low
TICK-00824,billing-api,1,0.4,67,False,Low
TICK-00825,web-app,1,5.7,52,False,Low
TICK-00826,export-worker,1,7.1,38,False,Low
TICK-00827,billing-api,13,14.8,57,False,Medium
TICK-00828,export-worker,1,6.0,91,False,Low
TICK-00829,sync-engine,24,91.4,35,False,Medium
TICK-00830,billing-api,2,5.0,21,False,Low
TICK-00831,notify-service,1,1.2,59,False,Low
TICK-00832,web-app,1,0.9,84,False,Low
TICK-00833,sync-engine,2,6.2,86,False,Low
TICK-00834,sync-engine,1,1.3,77,False,Low
TICK-00835,export-worker,3,0.5,22,False,Low
TICK-00836,web-app,3,3.2,89,False,Low
TICK-00837,web-app,3,1.1,89,False,Low
TICK-00838,auth-service,92,31.5,32,False,High
TICK-00839,auth-service,1,7.3,21,False,Low
TICK-00840,web-app,33,66.8,49,True,High
TICK-00841,sync-engine,1,3.9,95,False,Low
TICK-00842,sync-engine,1,1.1,41,False,Low
TICK-00843,sync-engine,4,4.6,29,False,Low
TICK-00844,export-worker,2126,59.8,89,False,Critical
TICK-00845,sync-engine,1,7.8,36,False,Low
TICK-00846,notify-service,1,1.4,71,False,Low
TICK-00847,web-app,3,4.6,84,False,Low
TICK-00848,sync-engine,1,2.9,54,False,Low
TICK-00849,billing-api,23,29.1,87,False,Medium
TICK-00850,notify-service,16,22.5,33,False,Medium
TICK-00851,sync-engine,4,1.8,48,False,Low
TICK-00852,web-app,306,59.9,56,True,Critical
TICK-00853,sync-engine,1,1.6,62,False,Low
TICK-00854,web-app,25,24.3,80,True,High
TICK-00855,web-app,2,1.4,98,True,Low
TICK-00856,export-worker,1,7.1,91,False,Low
TICK-00857,sync-engine,3,7.9,55,False,Low
TICK-00858,auth-service,1,7.9,37,False,Low
TICK-00859,export-worker,3,0.0,81,False,Low
TICK-00860,billing-api,2,81.5,74,True,High
TICK-00861,notify-service,3,91.3,47,True,High
TICK-00862,notify-service,213,84.7,51,True,Critical
TICK-00863,sync-engine,24,33.9,66,False,Medium
TICK-00864,web-app,356,70.7,26,True,Critical
TICK-00865,notify-service,1,1.2,98,False,Low
TICK-00866,billing-api,3,5.6,93,False,Low
TICK-00867,export-worker,168,6.8,53,True,Critical
TICK-00868,export-worker,1,1.3,51,False,Low
TICK-00869,auth-service,1,6.5,37,False,Low
TICK-00870,sync-engine,38,66.5,67,True,High
TICK-00871,web-app,1,1.9,30,False,Low
TICK-00872,sync-engine,1,6.0,23,False,Low
TICK-00873,auth-service,1,1.2,39,False,Low
TICK-00874,web-app,1,0.9,33,False,Low
TICK-00875,billing-api,1,2.3,75,False,Low
TICK-00876,notify-service,1,0.2,70,False,Low
TICK-00877,auth-service,1,6.7,20,False,Low
TICK-00878,notify-service,1,4.4,66,False,Low
TICK-00879,billing-api,1,1.3,91,False,Low
TICK-00880,billing-api,195,90.8,20,False,High
TICK-00881,notify-service,21,38.4,64,False,Medium
TICK-00882,sync-engine,82,7.4,72,True,High
TICK-00883,auth-service,11,83.2,63,False,Medium
TICK-00884,billing-api,33,77.1,34,True,High
TICK-00885,billing-api,5,0.0,45,False,Low
TICK-00886,web-app,1,2.1,74,False,Low
TICK-00887,notify-service,5,6.1,28,False,Low
TICK-00888,web-app,1,6.6,97,False,Low
TICK-00889,web-app,4,1.2,56,False,Low
TICK-00890,notify-service,39,15.3,77,True,High
TICK-00891,sync-engine,28,19.3,23,True,High
TICK-00892,billing-api,1,3.6,34,False,Low
TICK-00893,web-app,5,6.1,65,False,Low
TICK-00894,billing-api,3,0.7,44,False,Low
TICK-00895,billing-api,1,7.2,79,False,Low
TICK-00896,notify-service,3,4.0,51,False,Low
TICK-00897,notify-service,1,5.1,73,False,Low
TICK-00898,auth-service,1,4.5,69,False,Low
TICK-00899,web-app,1,4.9,37,False,Low
TICK-00900,sync-engine,1,6.1,51,False,Low
TICK-00901,export-worker,3,0.8,22,False,Low
TICK-00902,web-app,38,81.1,81,True,High
TICK-00903,web-app,5,2.2,54,False,Low
TICK-00904,web-app,39,60.7,59,True,High
TICK-00905,sync-engine,40,10.3,81,True,High
TICK-00906,sync-engine,28,42.0,36,True,High
TICK-00907,web-app,111,87.8,55,True,Critical
TICK-00908,export-worker,1,6.1,88,False,Low
TICK-00909,billing-api,1,6.8,73,False,Low
TICK-00910,web-app,1632,21.3,74,True,Critical
TICK-00911,web-app,3,4.1,27,False,Low
TICK-00912,export-worker,4,7.2,77,False,Low
TICK-00913,notify-service,195,36.1,69,True,Critical
TICK-00914,export-worker,277,27.8,26,True,Critical
TICK-00915,export-worker,11,93.6,88,False,Medium
TICK-00916,notify-service,270,22.2,88,False,High
TICK-00917,notify-service,2,0.3,49,False,Low
TICK-00918,web-app,1,0.6,76,False,Low
TICK-00919,web-app,5,5.5,97,False,Low
TICK-00920,export-worker,1,4.1,88,False,Low
TICK-00921,sync-engine,265,80.6,37,True,Critical
TICK-00922,billing-api,1,4.2,92,False,Low
TICK-00923,billing-api,604,55.1,41,True,Critical
TICK-00924,web-app,3,3.8,35,False,Low
TICK-00925,web-app,321,9.3,55,True,Critical
TICK-00926,export-worker,21,78.4,95,True,High
TICK-00927,sync-engine,173,68.8,48,False,High
TICK-00928,billing-api,1,6.2,75,False,Low
TICK-00929,notify-service,5,7.2,35,False,Low
TICK-00930,auth-service,1,1.0,36,False,Low
TICK-00931,export-worker,10,75.6,62,False,Medium
TICK-00932,web-app,163,69.1,37,True,Critical
TICK-00933,notify-service,3,0.8,64,False,Low
TICK-00934,sync-engine,607,40.9,63,True,Critical
TICK-00935,web-app,1,0.5,86,False,Low
TICK-00936,notify-service,1,36.6,27,True,High
TICK-00937,web-app,1,7.6,26,False,Low
TICK-00938,export-worker,38,55.6,57,False,Medium
TICK-00939,notify-service,1,6.3,38,False,Low
TICK-00940,auth-service,1,5.5,79,False,Low
TICK-00941,sync-engine,3868,54.3,52,True,Critical
TICK-00942,web-app,1,2.7,76,False,Low
TICK-00943,export-worker,4630,86.2,33,False,Critical
TICK-00944,export-worker,40,6.7,57,False,Medium
TICK-00945,sync-engine,2,7.1,37,False,Low
TICK-00946,sync-engine,1,7.7,95,False,Low
TICK-00947,auth-service,349,25.8,26,True,Critical
TICK-00948,export-worker,279,92.5,28,False,High
TICK-00949,web-app,1,0.4,29,False,Low
TICK-00950,sync-engine,2,0.4,50,False,Low
TICK-00951,billing-api,221,38.9,62,False,High
TICK-00952,sync-engine,1,4.7,43,False,Low
TICK-00953,sync-engine,1,2.0,89,False,Low
TICK-00954,notify-service,191,94.6,89,True,Critical
TICK-00955,export-worker,1,3.7,86,False,Low
TICK-00956,billing-api,1682,68.0,32,True,Critical
TICK-00957,auth-service,1,0.9,84,False,Low
TICK-00958,auth-service,1,4.4,26,False,Low
TICK-00959,export-worker,5,7.7,26,False,Low
TICK-00960,web-app,50,30.0,55,True,High
TICK-00961,auth-service,10,23.7,55,True,High
TICK-00962,notify-service,41,73.3,31,False,Medium
TICK-00963,notify-service,1,0.8,48,False,Low
TICK-00964,billing-api,101,91.0,35,False,High
TICK-00965,notify-service,27,38.0,67,True,High
TICK-00966,auth-service,2,2.4,76,False,Low
TICK-00967,web-app,2,6.8,37,False,Low
TICK-00968,auth-service,1,5.4,85,False,Low
TICK-00969,notify-service,1,5.3,68,False,Low
TICK-00970,billing-api,1,4.3,51,False,Low
TICK-00971,sync-engine,3,6.9,69,False,Low
TICK-00972,export-worker,29,47.5,70,False,Medium
TICK-00973,export-worker,1,7.3,85,False,Low
TICK-00974,auth-service,2,5.7,54,False,Low
TICK-00975,auth-service,3,1.7,77,False,Low
TICK-00976,auth-service,1,7.5,67,False,Low
TICK-00977,billing-api,44,22.5,23,True,High
TICK-00978,auth-service,1,3.7,55,False,Low
TICK-00979,billing-api,1,0.2,81,False,Low
TICK-00980,notify-service,15,73.7,31,False,Medium
TICK-00981,billing-api,314,82.0,64,True,Critical
TICK-00982,export-worker,35,20.7,66,False,Medium
TICK-00983,web-app,1,3.1,35,False,Low
TICK-00984,sync-engine,381,82.3,75,True,Critical
TICK-00985,sync-engine,2,4.1,33,False,Low
TICK-00986,notify-service,227,21.5,63,True,Critical
TICK-00987,auth-service,33,79.5,82,False,Medium
TICK-00988,billing-api,280,64.8,93,False,High
TICK-00989,sync-engine,1,0.7,54,False,Low
TICK-00990,auth-service,1,6.4,81,False,Low
TICK-00991,billing-api,3,0.6,93,False,Low
TICK-00992,sync-engine,1,1.1,69,False,Low
TICK-00993,web-app,14,13.3,62,False,Medium
TICK-00994,export-worker,38,77.0,81,False,Medium
TICK-00995,billing-api,21,13.0,69,False,Medium
TICK-00996,web-app,1,7.7,30,False,Low
TICK-00997,web-app,9,19.5,46,True,High
TICK-00998,export-worker,2,2.6,57,False,Low
TICK-00999,export-worker,5,1.8,72,False,Low
TICK-01000,billing-api,5,2.2,40,False,Low
